Variable,desc,code,_1947,_1948,_1949,_1950,_1951,_1952,_1953,_1954,_1955,_1956,_1957,_1958,_1959,_1960,_1961,_1962,_1963,_1964,_1965,_1966,_1967,_1968,_1969,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010
II,"TEXTILES, TEXTILE , LEATHER AND FOOTWEAR",17t19,18903.276,17597.434,18311.955,20864.926,21263.828,20187.542999999998,21050.150999999998,20470.847,21810.395,21729.363000000005,21192.603,22986.992000000002,25288.905000000002,24832.626000000004,24646.581,26049.590000000004,27086.485000000004,28482.347,29694.309999999998,30918.319000000003,32213.039999999997,34422.112,36046.559,34512.653000000006,37090.765999999996,40519.033,44886.887,46778.956999999995,46014.84100000001,51162.656,57850.432000000015,60119.615000000005,62360.82399999999,66709.22999999998,71436.416,72564.902,76522.541,79434.676,75942.42,76104.674,89357.34100000001,91298.321,90186.901,88604.609,88155.65699999999,94315.262,99397.527,105446.16299999997,109006.138,109200.09400000001,115867.04999999999,109315.818,107680.98500000002,103112.85700000002,89817.39599999998,79671.749,80628.51,68038.291,73955.627,69854.459,54246.39299999999,43360.33,34317.492,41047.151
II,WOOD AND OF WOOD AND CORK,20,4974.2210000000005,4176.036,4110.451,6160.27,7117.388000000001,7085.735000000001,7450.306999999999,7160.910000000002,8251.081,8293.380000000001,7677.933000000001,8290.371000000001,9060.359,8381.405,7919.217,8256.153,8299.399000000001,8771.720000000001,9106.712,9957.064999999999,10321.529999999999,11744.861999999997,13190.259999999998,13502.892,15505.41,20271.023,23183.553000000004,22900.364,21179.874,24976.066999999995,31233.954000000005,35469.725999999995,38234.123999999996,37422.661,39340.945999999996,36730.989,40936.846999999994,44488.39599999999,44389.640999999996,46835.528999999995,56731.94999999998,58536.46000000001,60006.156,61273.90599999999,58104.46299999999,67233.76699999999,75895.0,84132.016,85819.04600000002,88436.13700000002,97083.867,102882.621,107358.05299999999,106874.89899999999,99298.35699999999,105434.88200000003,107186.86400000002,119073.74000000002,128241.15099999998,130074.81600000002,120464.68299999999,109887.12800000001,77724.655,73614.78900000002
II,"PULP, PAPER, PAPER , PRINTING AND PUBLISHING",21t22,7679.565999999999,7752.253000000001,8098.366999999999,9006.394,10682.377000000002,10579.074,12066.962,12588.922999999999,13876.191000000003,14908.643,14934.573,17484.918,19620.379999999997,19160.973999999995,18534.731,19316.932,17537.756999999998,17867.374,19453.487999999998,21802.892,22902.615,24077.975999999995,26557.430000000004,28046.089,28086.458000000002,31225.862000000005,35420.279,44411.617000000006,45697.58499999999,51358.83300000001,57610.838,64130.172,71841.49799999999,83448.48800000001,92860.09,98357.345,105333.56300000002,117714.408,118745.64499999999,122978.244,144944.514,157127.73799999998,165118.789,171833.14400000003,169668.803,179310.853,180156.25800000003,187232.96899999998,217234.403,209361.46099999995,218734.53500000003,227030.03600000002,219300.847,252960.11700000003,250939.14799999996,237081.137,229625.84400000004,228470.992,235663.121,248584.383,250303.06999999998,258837.34399999998,206832.144,219419.75400000002
II,"CHEMICAL, RUBBER, PLASTICS AND FUEL",23t25,14531.114000000001,14946.278999999999,15724.22,19750.524999999998,23011.681,23279.828,23405.71,22289.759000000002,24938.16,26273.498,27581.494,30874.038999999997,34617.149000000005,35426.608,35684.024,37845.055,40761.739,42962.607,46089.561,49698.475999999995,52666.67899999999,54736.51399999999,58141.05000000001,58284.421,60958.128,67283.104,80887.337,123761.66700000002,136546.743,157658.04200000002,187099.522,202410.814,252572.02500000002,318774.50600000005,349341.027,329515.877,319407.42699999997,344722.868,331043.786,276740.375,317602.92199999996,338171.23400000005,361727.1450000001,390564.189,377013.361,385291.2530000001,385207.037,400235.6820000001,437215.29000000004,462098.148,482402.15499999997,441954.8560000001,488254.55499999993,580111.0380000001,534443.471,553890.474,573183.562,660371.684,838719.341,940709.2860000001,1034011.5349999999,1192358.9959999998,822431.1279999999,990598.017
II,"Coke, refined petroleum and nuclear fuel",23,6526.113,5848.651,6765.749000000001,8648.88,10526.673999999999,11242.869,10857.765000000001,11325.371000000001,12740.487,14188.011999999999,15749.065999999999,14311.289999999999,15636.503000000002,15753.755000000001,15725.426,15938.991000000002,16235.128999999999,16586.414,16841.457,17793.717,19221.892999999996,19832.334999999995,21041.755,20638.713,21723.992,21974.305,27046.925,49048.096000000005,58651.27599999999,68466.12400000001,81727.415,84213.407,113062.694,175609.47400000002,182935.26200000002,171945.34,147136.563,162543.97699999998,148362.472,93409.36600000001,109840.44799999999,102418.18100000001,113359.401,137666.59499999997,125125.05,117226.38200000001,106730.98300000002,107820.77800000002,118418.296,138459.885,130982.59100000001,86026.85200000003,123418.479,186480.794,156245.143,166809.86800000002,165692.517,214441.92899999997,316768.17799999996,388326.516,443094.4119999999,575039.0279999999,368838.48199999996,472491.328
II,Chemicals and chemical products,24,7018.393,8233.491999999998,8135.355,9695.293,11075.59,10841.047999999999,11224.345000000001,9727.639000000001,10550.094000000001,10841.976999999999,10685.479,12895.285999999998,14673.296999999999,15465.02,15985.497,17753.834,19953.072,21582.17,23766.792999999998,26009.163999999997,27086.053999999996,27999.267999999996,29481.930000000008,29624.195000000003,30450.206999999995,34396.858,40519.519,57511.012,60982.258,69307.83000000002,80564.113,90798.97800000002,109604.03600000002,112456.752,132612.06100000002,122027.38299999997,134658.468,138325.62099999998,138213.19900000002,136385.754,152086.99599999998,174272.918,185691.30100000004,186928.68000000002,188739.93,196878.95300000004,202710.31199999998,208334.90300000005,225454.87900000002,229641.453,251607.90999999997,255347.56600000002,259627.82799999998,282206.493,271928.641,279071.891,295777.98400000005,329370.789,391194.21099999995,410060.196,455539.149,479566.493,355177.415,407007.711
II,Rubber and plastics,25,986.6080000000002,864.136,823.1159999999999,1406.352,1409.4169999999997,1195.911,1323.6,1236.7489999999998,1647.579,1243.5090000000005,1146.9489999999996,3667.4629999999997,4307.349,4207.8330000000005,3973.1009999999997,4152.2300000000005,4573.5380000000005,4794.023000000001,5481.311000000001,5895.595000000001,6358.731999999999,6904.911,7617.364999999999,8021.512999999999,8783.929,10911.941000000003,13320.893000000004,17202.559,16913.209,19884.088,24807.994,27398.429000000007,29905.295,30708.280000000002,33793.704,35543.154,37612.39599999999,43853.27,44468.115000000005,46945.255000000005,55675.47799999999,61480.13500000001,62676.443000000014,65968.91400000002,63148.38100000001,71185.91799999999,75765.742,84080.001,93342.11499999999,93996.81,99811.654,100580.43800000002,105208.24799999999,111423.751,106269.687,108008.715,111713.06099999999,116558.96600000001,130756.952,142322.57399999996,135377.974,137753.47499999998,98415.23099999999,111098.97799999999
II,OTHER NON-METALLIC MINERAL,26,1705.2749999999999,1546.456,1690.5200000000002,2108.376,2328.601,2308.1679999999997,2337.0960000000005,2247.5599999999995,2499.4919999999997,2784.398,2575.0609999999997,4014.288000000001,4822.830999999999,5007.017,5156.245000000001,5513.823,5990.401,6175.530999999999,6883.482000000002,7339.257,7327.222000000001,7952.971999999999,8150.661999999999,8136.309000000001,8981.951,10493.882000000001,11848.195000000002,13954.022,14469.303999999998,15597.072,18543.061999999998,22084.103,24883.061,25236.428,27222.127,26970.712,26870.123000000003,28427.135000000002,28314.121999999996,28325.14,36080.617,35868.983,35447.926999999996,35979.674,34295.816000000006,33892.253,36162.19,37667.686,40385.90600000001,46266.84299999999,44820.139999999985,49223.945999999996,50166.176999999996,53134.318,51830.846999999994,51906.532999999996,54761.875,58691.56099999999,66950.723,78711.306,81268.225,74420.268,53517.115999999995,55040.82399999999
II,BASIC METALS AND FABRICATED METAL,27t28,15915.235,13227.627,14237.434,18797.969,22650.057000000004,23241.286,28522.155999999995,26153.255999999998,30759.667999999998,33208.39200000001,29806.299000000003,27074.994,31975.447999999997,31479.256,30767.481999999996,32561.229999999992,34465.33,38137.256,42839.179000000004,47246.185,48292.778999999995,53918.19,58855.19099999999,56647.139,56315.75,62556.625,77055.33800000002,100731.42499999999,91649.071,103041.926,117535.87599999999,133220.831,157148.612,156792.63299999997,164396.82200000001,140368.271,145795.619,154026.24799999996,148493.00700000004,141518.631,158023.68800000002,185479.88700000005,187353.48000000004,185820.523,174391.00600000002,183537.70899999997,188639.887,208311.66100000002,232934.40599999996,236453.082,247926.47599999997,252888.24300000002,245448.44200000004,251198.27000000002,233923.59000000003,233792.93,235029.32799999998,273420.874,311861.836,358088.836,399337.907,435653.38699999993,284232.23,331411.62399999995
II,"MACHINERY, NEC",29,5005.864,4204.116,4425.822,4965.502,5578.323,6027.902,6103.851999999999,5654.561000000001,6863.003,7509.953000000002,7209.999000000001,8319.813,8815.469,9312.022999999997,9549.802,10232.479999999996,11887.785,13308.568,15154.557,17615.705,18794.464,19210.304,21137.953,20787.465999999997,21983.877,26176.158000000003,31968.864,40587.282,41809.971000000005,41999.969999999994,47872.689000000006,55829.73,66844.054,70180.34999999999,76032.582,68874.207,60812.404,71666.41,75094.307,76709.018,78060.91199999998,83781.27100000002,89723.52899999998,89975.93400000001,90043.437,92050.89600000001,105025.22,122119.083,136982.886,147067.853,161341.342,157312.45400000003,157997.56300000002,175247.451,153167.25199999998,146027.396,152795.374,160142.272,181908.73000000004,198312.07400000002,210975.73500000004,217294.32799999998,163772.809,167179.82900000003
II,ELECTRICAL AND OPTICAL EQUIPMENT,30t33,4053.3159999999993,3271.904,3062.882,3855.3089999999993,4334.095,4830.965,5983.621,5641.1979999999985,5732.4389999999985,6441.307,8076.376,11292.275,14453.694999999998,14551.718999999997,16008.555999999999,17903.197,21113.468,21780.816000000003,24722.878999999994,29448.909,30570.286,32535.548000000003,34564.027,34762.863,33292.880999999994,37382.077000000005,43141.552,51654.346999999994,46636.850000000006,53267.659,64925.4,76479.567,92164.35,105907.379,110036.287,123351.934,128620.46800000001,151571.10099999997,154911.40600000002,154681.281,165884.60600000003,180336.53100000002,176944.00400000002,181738.75,178735.29700000002,203665.015,216095.36699999997,241911.68,282538.957,308736.109,338273.539,350616.67299999995,380356.848,408577.42100000003,353402.078,277178.079,274723.55799999996,274641.836,263349.547,263985.85199999996,285793.14099999995,260649.42200000005,183390.039,181672.876
II,TRANSPORT EQUIPMENT,34t35,12002.865,13293.278,16600.03,21399.343999999997,19485.68,17850.245000000003,22515.412,24383.280999999995,28618.768000000004,27063.915,30245.051,27508.802999999996,32954.359000000004,35128.091,31021.946000000004,35916.34,37239.894,40258.062999999995,47895.78599999999,49895.621,47256.291000000005,54458.358,58155.31999999999,53523.449,63526.172,69676.33,84098.996,85555.368,88293.017,107838.60600000001,127457.443,147186.62600000002,161124.2,151595.098,165112.697,149419.311,180765.65999999997,202737.053,222023.68000000005,230756.58299999998,244752.48100000003,265720.16000000003,278022.05700000003,282670.793,266149.783,303200.35399999993,312022.605,346633.68,366088.314,366268.044,416536.547,445699.61299999995,486661.484,436346.91399999993,412986.945,436975.32800000004,453947.926,466056.086,493576.60900000005,501610.08599999995,561753.926,512841.30499999993,444268.526,462289.295
II,MANUFACTURING NEC; RECYCLING,36t37,3375.9080000000004,3815.1420000000003,3973.4939999999997,4596.241,4635.777,4738.956999999999,4799.446,4670.96,5079.898999999999,5473.627,5396.536,4045.9039999999995,4627.237999999999,4955.739,5242.777,5263.0909999999985,5780.753,6042.276,6522.167999999998,6811.1590000000015,7373.187,7826.549999999999,8482.883000000002,8624.865999999998,8825.195999999998,10697.574999999999,11598.217999999999,13259.783,13357.198999999997,14742.848000000002,17224.992,18986.614999999998,21532.829,23704.061,24672.581,26030.375999999997,25907.801999999996,26737.091,25642.702999999994,26668.875999999997,33718.191000000006,32678.192000000003,33865.865999999995,34409.100999999995,35059.507,39198.868,44084.34800000001,46372.27700000002,50099.87099999999,49430.412,53833.261999999995,55145.795999999995,54566.84400000001,57021.322000000015,56541.28500000001,61450.053,66629.344,62119.00600000001,73210.248,75424.39799999999,70920.60199999998,76755.95899999999,65472.20000000001,64400.870999999985
II,"ELECTRICITY, GAS AND WATER SUPPLY",E,2938.897,3674.1780000000003,3411.3490000000006,3969.7369999999996,4298.926000000001,4870.02,5605.749,5937.001000000002,6829.119,7781.307000000001,8356.884000000002,8802.301,9064.331000000002,9422.341,9536.681,9772.616000000002,9701.877000000002,9653.739000000001,10355.952000000001,10868.414999999997,11628.100999999999,11779.810999999996,12210.701,13722.429,13650.329000000002,15547.137000000004,17980.601000000002,26951.477,31115.922,37386.375,47739.331000000006,57183.27100000001,76760.744,91261.16799999999,105858.14100000002,112478.77999999998,114713.77700000002,109158.69200000001,93542.80900000002,69993.18400000001,77393.765,87015.629,84567.45300000001,81504.52699999999,84435.03899999999,87839.37100000001,94995.05900000002,89892.49999999999,85952.75900000003,98531.76500000003,107006.35500000003,112564.43,148578.85499999998,205790.41000000003,269850.05899999995,147103.92199999996,146759.73100000003,134616.336,194138.37500000006,160486.75800000003,169003.86699999997,211195.50800000003,114461.27299999997,113669.422
II,CONSTRUCTION,F,13108.778,17803.975,18388.673000000003,24299.905000000002,23974.247000000003,24372.429000000004,26378.506,28572.529,32054.559000000005,33321.48,33406.42,34713.543999999994,38622.027,37331.630000000005,37740.555,39263.292,41646.740000000005,44993.413,48777.585999999996,49605.252,50207.37000000001,57957.257999999994,62404.15400000001,62762.229,78980.864,94156.61199999998,102501.508,98181.48500000003,95182.00400000002,103646.416,127013.43,154483.772,177640.60299999994,169022.24599999998,185937.06900000002,177915.38,206879.48700000002,248768.76400000005,269306.279,285144.56700000004,292087.51399999997,290450.098,293486.83199999994,290552.84300000005,261307.80400000003,288939.32700000005,303547.662,328681.877,336144.6759999999,372495.16000000003,393157.32800000004,441095.77699999994,441281.024,470641.656,483374.148,476302.28899999993,513964.10199999996,559651.1640000001,633493.524,677014.9920000001,663602.7579999999,645366.0,547569.3119999999,477322.03199999995
II,WHOLESALE AND RETAIL TRADE,G,17305.097,17216.93,18800.976000000002,24430.284,24718.682999999997,25120.817000000003,26132.515,28044.831,30888.415,32398.54799999999,32330.458000000002,31004.753999999994,33234.311,33268.205,33032.212,35668.833000000006,39025.711,40392.878999999986,48430.87700000001,51793.744,48418.48400000001,47816.613999999994,47882.973999999995,50337.76899999999,52271.558999999994,58106.893000000004,62781.782999999996,77633.149,63431.88299999999,86354.31199999998,115055.293,119887.93900000001,126075.55799999998,193356.13999999998,198461.20200000002,182441.29200000002,167440.53400000004,180520.62899999996,203952.424,230842.099,293268.26600000006,306766.825,313508.036,340143.7420000001,341383.103,363774.3520000001,385626.16900000005,429858.76599999995,468928.53900000005,470264.58099999995,475991.5519999999,467392.5469999999,538151.777,567950.4309999999,523697.08599999995,578846.571,594686.1169999999,681845.966,716571.308,778488.3059999999,795611.538,822694.7590000001,620616.433,885293.329
II,"Sale, maintenance and repair of motor vehicles and motorcycles; retail sale of fuel",50,4314.606,4930.398999999999,4889.124,5619.4169999999995,5932.151,6164.264999999999,6540.710999999999,6509.9400000000005,7087.136999999999,7291.488,7721.8060000000005,7681.848,8424.276,8742.923999999999,8664.962,9596.265,10484.928,10532.145999999997,11255.103000000003,11679.203,11354.3,11582.828000000001,11652.203000000003,11855.273000000001,12185.912,13107.234000000002,14167.944000000001,16111.183,14594.844,14662.794999999998,19232.811,20609.105,22688.068,30220.775999999998,31236.324000000004,30873.180999999997,30153.737999999998,28314.614999999998,31119.266999999993,34497.986,42946.462,45267.90000000001,49402.141,55332.17899999999,58628.198,65124.329000000005,51423.958,61310.864,65705.99900000001,66450.08799999999,64138.01299999999,60059.35199999997,71848.63699999999,70838.76599999999,57530.383,66965.80499999998,70488.67999999998,80175.801,78628.808,85311.10199999998,90101.61700000001,83709.704,59618.418000000005,90330.329
II,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",51,4894.569999999999,2628.33,4457.422999999999,7300.4360000000015,6955.6,6919.663999999999,6801.911,9069.29,9889.733,10617.855999999994,9250.079000000003,8193.453999999998,8634.854000000003,7726.745999999999,8047.300999999996,8125.695000000003,9366.155000000002,11285.818999999996,17014.164,19479.161999999997,17972.658000000003,17277.276999999995,17415.201,19008.802999999993,20309.329000000005,22537.160000000003,24182.569000000003,29753.308999999994,24340.41799999999,43740.980999999985,56409.76599999999,59080.789000000004,59957.57099999998,93621.54399999998,98307.24199999998,86463.324,73637.11000000004,91613.38999999998,97605.92199999999,106884.27299999999,125936.53500000003,139964.039,140946.07000000004,154045.016,152310.24900000004,160234.42900000003,173055.41400000002,189738.21099999998,218574.35200000004,214306.63299999997,221979.14099999995,214525.07799999998,247088.734,265417.37499999994,248175.62499999994,279121.57899999997,273254.969,308733.501,339553.78199999995,368008.3599999999,365463.45300000004,399902.96800000005,259055.79599999991,434605.125
II,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",52,8095.921,9658.201,9454.429000000002,11510.431,11830.931999999997,12036.888000000003,12789.893,12465.600999999999,13911.545000000002,14489.203999999998,15358.573,15129.451999999997,16175.180999999993,16798.535,16319.949,17946.873000000003,19174.628,18574.913999999997,20161.610000000008,20635.379,19091.526000000005,18956.509,18815.569999999992,19473.693,19776.317999999985,22462.498999999996,24431.26999999999,31768.657000000007,24496.621,27950.535999999993,39412.716000000015,40198.04500000001,43429.918999999994,69513.82,68917.63600000003,65104.78700000001,63649.68599999999,60592.62399999998,75227.23500000002,89459.84,124385.26900000003,121534.886,123159.82499999998,130766.54700000005,130444.65599999999,138415.594,161146.79700000002,178809.691,184648.18800000002,189507.86,189874.398,192808.11699999997,219214.40599999996,231694.28999999992,217991.07800000004,232759.18700000003,250942.46799999994,292936.66399999993,298388.71799999994,325168.844,340046.46799999994,339082.087,301942.219,360357.875
