Variable,desc,code,_1947,_1948,_1949,_1950,_1951,_1952,_1953,_1954,_1955,_1956,_1957,_1958,_1959,_1960,_1961,_1962,_1963,_1964,_1965,_1966,_1967,_1968,_1969,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010
IIS,WHOLESALE AND RETAIL TRADE,G,12231.994964649988,12144.859537562648,13282.410521854414,16727.44930251363,16883.461031662682,17437.71171185802,18020.02612447625,19265.795419777944,21142.20570876773,22218.0376199507,22264.376642052033,21133.252975913165,22607.746249925924,22649.42906840273,22804.275488938136,24745.417195770577,27064.91805597554,28435.552878089602,34309.87519761863,37078.10497952791,35369.595182742174,35074.31238557097,35374.02134106195,37452.82383071007,38797.090737865634,42965.63100259581,46467.13249479448,56681.35434491145,47149.87760095903,63868.15340925225,85119.91587712888,89300.50763503418,93619.84924201298,136956.33835565113,141888.06800000003,129851.78915192847,123639.57061963144,135389.11180449947,155533.49679639365,180348.33063257745,231118.05532228557,241156.32658903243,246970.02688153088,267619.1964091727,268035.3307133519,282746.595671244,295378.409031874,330290.47344659537,357945.0901788342,363839.9691374949,372185.3319142827,361749.3681771302,414016.2428222358,435424.1711808196,399918.3807336368,453299.46614701755,467385.02774586785,532791.758042471,560133.120261572,612113.0983167783,614475.2397201342,629690.1864861259,492693.44555051695,685977.1442810923
IIS,"Sale, maintenance and repair of motor vehicles and motorcycles; retail sale of fuel",50,3028.181701844317,3467.3954065374446,3432.6090000000004,3817.0033207474503,4017.3773227789848,4237.4606874235105,4471.1243671676875,4420.762037236306,4799.352354383964,4941.323,5257.627723522308,5187.151649504221,5664.429982818945,5867.284684358086,5881.783678800862,6542.6720000000005,7130.599319919094,7206.957052845747,7667.675956213475,8015.860627327457,7969.557105693113,8151.117296275721,8267.70587137955,8441.74,8600.73,9241.784294909647,10141.151147344277,11431.273000000001,10586.90054922731,10619.136551553567,14012.218457116014,15147.476734989546,16578.242192109374,21042.855874130004,21878.638000000003,21551.48790580492,21951.401183948255,20913.407215824638,23450.50701427498,26728.275549555707,33686.5820780725,35511.86786207066,38882.58042587468,43580.748061898434,46123.09299999999,50761.05142606804,39235.67189612571,46683.512329962185,49385.73800646753,50348.43045387234,48877.972524149875,44977.19675784589,52851.59214917416,51815.91553707457,41458.22992695103,49913.25043496012,53094.7775064767,60366.741494140624,59357.73820580259,64749.02048204936,67439.4952454479,61689.761526102506,45788.43023197509,67520.3325151055
IIS,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",51,3521.7375609614073,1885.1531310252044,3211.9371176734912,5091.9553025135365,4853.929,4925.815711857644,4805.936706556835,6379.909703462972,6922.067999999999,7457.615297634538,6549.398875888778,5729.96930066498,6067.223594713105,5508.822712955067,5844.494452535314,5966.684468596712,6894.018736056446,8518.117509525804,12906.857241405149,14899.435470218023,13999.741778946656,13583.040496743695,13755.912050601986,15144.525406577683,16238.375797315306,17885.754412776554,18838.533779012923,22709.450473484038,18793.463227890687,33006.58775459184,42393.24824847678,44607.88702012805,45307.23151130976,67510.71599999999,71737.936,62852.92245386319,55352.29397971763,69721.49432728304,75394.097,84308.55115513399,99865.47151929709,110302.48939076233,111152.95052034303,121044.05928537584,119290.77843358177,124097.73548076293,133190.26131423007,147457.12468517205,169774.65568853557,169903.71683738162,178608.84248315883,172382.1864461839,199911.3456730617,214132.5245695959,201368.82438121957,229898.1496432388,225270.7544343389,251864.29773680636,275518.50935978844,300568.9507014081,292516.8690019989,318114.29922712775,215005.86223076624,349095.6336552135
IIS,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",52,5682.075701844263,6792.311,6637.864404180921,7818.490679252643,8012.154708883698,8274.435312576865,8742.965050751727,8465.123679078664,9420.785354383768,9819.099322316164,10457.350042640948,10216.132025743964,10876.092672393874,11273.321671089574,11077.99735760196,12236.060727173863,13040.300000000001,12710.47831571805,13735.342000000006,14162.808881982432,13400.296298102405,13340.154592551553,13350.403419080407,13866.558424132387,13957.984940550328,15838.092294909602,17487.44756843728,22540.630871427413,17769.513823841033,20242.42910310684,28714.449171536082,29545.143879916584,31734.37553859384,48402.766481521125,48271.49400000001,45447.37879226036,46335.87545596556,44754.21026139177,56688.89278211869,69311.50392788775,97566.001724916,95341.96933619944,96934.49593531316,102994.38906189846,102621.45927977015,107887.80876441307,122952.47582151818,136149.83643146115,138784.69648383113,143587.821846241,144698.516906974,144389.98497310036,161253.30499999996,169475.73107414914,157091.32642546616,173488.0660688186,189019.49580505225,220560.71881152398,225256.8726959809,246795.12713332084,254518.87547268736,249886.12573289566,231899.15308777557,269361.1781107733
IIS,HOTELS AND RESTAURANTS,H,806.4007904341247,701.4170948668589,679.8109022710753,725.230896663111,932.3329999999997,1149.255,1256.2627321269201,1417.241296853822,1591.9586725206482,1860.1294591870294,2102.7383938929065,2065.752193874264,2269.342208377916,2617.9590000000007,2883.855999999999,3254.246177608366,3638.1882955311085,3883.159596306049,4432.297303403955,4700.600114797248,4890.645000000002,6166.462328505892,7148.451407934941,8832.172245361033,9202.76038950748,11104.305999999997,11855.507869644656,12676.712645646941,14991.454109698912,16447.573,17946.70273881487,19578.905914800467,23699.870371620564,24336.36537152881,27956.716641190207,30103.91690057887,33109.134229586794,37787.50276575092,41959.84429962252,45123.91366474353,55102.125812233084,60313.6643278329,66993.74755806639,72895.90198711505,75852.6793907399,79027.06902125021,79431.58091854726,87221.09099244478,89058.39282930463,94548.3209865471,98978.63688643037,102351.57812324539,106518.14642977857,124556.29299754299,126037.6935690958,140186.4782373034,151598.5372014055,166133.74200099832,184643.81650096676,204136.6101421211,203899.35161723217,215440.10596214846,228274.28471948454,207832.04026950226
IIS,TRANSPORT AND STORAGE AND COMMUNICATION,I,6573.913242051918,7408.280132279984,8286.11923076137,9576.465559161947,10454.966950932941,11434.651433941479,12527.362270436113,9943.081547671747,11281.78313970352,12440.16015382438,12837.768946709175,12878.508374172825,15060.329270235312,16236.165061382537,16787.347669213843,19203.179734612488,20792.85125681151,22796.574028974486,24673.991741434875,26679.843719062774,29639.117497219828,31769.515338004014,37696.291255591335,40463.98557762712,42439.21159018131,45723.88415124973,51764.66586409288,54902.802089934456,58748.26320020506,62290.231747098835,74712.76982877462,89219.08736649662,98980.04820348472,101179.34321449051,112054.25527910798,120557.24117758003,127575.22045734001,137336.30091321073,139956.18880445018,151476.1752554777,162829.01034977054,186651.9311813633,198947.91593467054,214281.6101008536,213303.78517668135,222820.09605040838,231046.9373561456,243862.78415833088,269978.26748576225,297337.4793565215,321807.8677710161,363530.0167410431,397356.32873981644,419279.3941756373,430337.1868300742,434298.34895264887,446805.64817572926,441574.4965915857,448357.4964828095,478936.90890550404,474916.0271861745,484257.7595042297,468513.9783996233,489441.6841634845
IIS,TRANSPORT AND STORAGE,60t63,6078.7113721351325,6570.445625838891,7391.345687479361,8617.831088186394,9434.636396378732,9990.419433941479,10725.058270436113,7887.3020000000015,8940.795576581822,9853.001726034545,9768.457540663532,9129.92,11375.772510879237,11462.214061382538,11724.961792618875,13280.000000000004,14056.75949260722,15425.881028974489,16472.916496712678,17846.371751865616,19559.57949721983,20728.87523695715,25555.464036669935,27798.59057762712,28928.484191492655,31012.504556352884,34327.95724625659,35636.19921888766,37179.54976285891,38133.515747098834,46264.931380387505,57784.04436649662,63558.047709957704,63549.22757965734,68888.57790891182,69830.64567315001,76491.26814419882,81659.13791321072,81036.76000000001,86896.4527025049,97717.73969512599,114862.22340945959,124902.55338324384,138611.54839057845,136691.80238113145,146871.20931253885,146440.84431081256,153434.17902727198,160201.51454867865,166279.37333415882,167661.30960536769,189565.53249510273,197312.7403307542,202107.5191670214,203187.8708300742,203730.58001294013,211264.62474957953,210909.33199999997,210532.43821368276,227225.20961946022,224506.15331187926,227980.83354091266,201687.4256144672,221057.33348733283
IIS,POST AND TELECOMMUNICATIONS,64,495.20186991678537,837.8345064410928,894.7735432820078,958.634470975552,1020.3305545542098,1444.232,1802.3039999999999,2055.7795476717456,2340.9875631216983,2587.158427789834,3069.3114060456423,3748.5883741728244,3684.556759356076,4773.951,5062.385876594966,5923.179734612485,6736.091764204292,7370.692999999999,8201.075244722198,8833.47196719716,10079.537999999997,11040.640101046867,12140.827218921402,12665.395,13510.727398688658,14711.379594896849,17436.708617836284,19266.60287104679,21568.713437346152,24156.716000000004,28447.83844838712,31435.043000000005,35422.00049352702,37630.11563483317,43165.677370196165,50726.59550443001,51083.95231314118,55677.163,58919.42880445018,64579.72255297278,65111.27065464457,71789.70777190369,74045.36255142669,75670.06171027517,76611.98279554992,75948.88673786951,84606.09304533304,90428.60513105888,109776.75293708358,131058.10602236267,154146.55816564837,173964.48424594037,200043.58840906227,217171.87500861587,227149.316,230567.76893970874,235541.02342614974,230665.1645915857,237825.05826912672,251711.6992860438,250409.8738742953,256276.92596331704,266826.55278515606,268384.3506761517
IIS,"FINANCE, INSURANCE, REAL ESTATE AND BUSINESS SERVICES",JtK,9064.421604205922,9927.268569117623,10099.912515176802,11308.256737600248,13101.674782100225,14166.07913327821,16319.15868490337,17550.644513436433,19086.500739853134,20666.10726849009,21777.772623214536,21761.10345984731,24305.356570468808,26866.33288654658,29768.940110807147,32322.80905831486,33916.13025426913,38101.62576688954,42261.272897270595,46657.97522988886,49585.18495968603,55454.43250016462,61224.28893841384,68363.07636432769,72414.35988116209,81104.46339883824,91559.42531544174,99506.24450969158,115915.18245861377,119684.73033008106,134416.41690172485,165152.00119898195,190890.0365559308,191185.16715070474,211976.3810935429,244721.72203503962,316154.8703115119,342510.22039607214,396850.47606652556,455436.34054346115,496961.47777690995,555093.3358297998,596254.8663771765,639804.7728051189,681633.9808707626,726749.9397195145,784780.1879052467,854597.0574661046,915469.3436990363,1030986.8197864209,1124404.0746150254,1301978.9037564949,1451715.0863680113,1663090.3770166067,1614855.5913065476,1642586.274371968,1783921.9723692448,2048961.579286365,2264468.141039008,2447513.622866874,2676035.850059865,2659280.0138957007,2608650.7316844165,2533981.940405286
IIS,FINANCIAL INTERMEDIATION,J,4813.9438118089665,4968.630090638704,4660.956173342037,5464.493191878151,6290.945,6275.016172842489,7607.472999999998,8443.57408332042,9562.69008346973,10432.862082408745,10764.210922265282,10343.273918262339,11200.717180400125,12899.44518919536,14668.233999999999,15982.08669164174,16770.655307204015,19278.084709436076,21411.45218196751,23238.838,23445.51207502852,27246.343139677167,29666.0359259543,32570.039923807817,34059.877459069474,38865.42460003264,42969.22847263528,46682.06940602056,56676.74608465516,60236.81848367724,64465.73469066418,77875.05700604041,84734.62121905209,86569.06631890818,86007.63072091341,105721.41247681831,156086.4519188204,166629.45012524267,203961.00123307403,225684.64205157195,233022.58733668135,241042.30492724126,252147.29708311203,258605.74271208717,272248.9038800873,290513.1699079025,325990.91475349007,343894.3606092498,362007.68942301965,407200.1283951071,440294.30637003673,498868.95137533994,581500.141734382,659119.4006261,604516.5727276601,626641.3938766966,705873.058828481,815999.3707197687,894344.0782197469,1010329.1426573086,1154059.0548570799,1145548.3965169336,1108319.73074997,1051563.6549887827
IIS,"REAL ESTATE, RENTING AND BUSINESS ACTIVITIES",K,4250.477792396955,4958.638478478919,5438.956341834766,5843.763545722097,6810.729782100223,7891.06296043572,8711.685684903372,9107.070430116013,9523.810656383404,10233.245186081345,11013.561700949253,11417.829541584968,13104.639390068682,13966.887697351225,15100.70611080715,16340.722366673122,17145.474947065115,18823.54105745346,20849.82071530308,23419.13722988886,26139.672884657506,28208.089360487458,31558.253012459547,35793.03644051987,38354.48242209261,42239.0387988056,48590.196842806465,52824.17510367102,59238.436373958604,59447.91184640381,69950.68221106066,87276.94419294153,106155.41533687871,104616.10083179656,125968.75037262948,139000.3095582213,160068.41839269153,175880.77027082944,192889.47483345156,229751.69849188923,263938.8904402286,314051.0309025585,344107.5692940644,381199.0300930318,409385.07699067524,436236.769811612,458789.2731517566,510702.69685685483,553461.6542760166,623786.6913913139,684109.7682449886,803109.952381155,870214.9446336292,1003970.9763905068,1010339.0185788875,1015944.8804952713,1078048.9135407635,1232962.2085665963,1370124.0628192606,1437184.4802095657,1521976.7952027852,1513731.6173787669,1500331.0009344467,1482418.2854165032
IIS,Real estate activities,70,1523.317294441282,1901.116,2388.2053418347655,2511.3089999999997,2964.3473416599545,3685.4305143198653,4123.071242071486,4353.6730000000025,4191.419370573335,4391.827889665574,4599.78,4880.409850577446,5379.1558206230575,5495.4784324102075,5605.677629049508,5420.446366673123,5057.233947065114,6100.380444046811,7340.6624952110205,8404.703999999996,10369.545116256373,10751.495000000004,11538.973012459544,12855.872000000001,12999.097422092607,13740.465065989616,15194.06919672225,17601.496545796825,21816.22254946569,21688.509100874835,30080.66679435263,36577.31246461911,43279.75360809912,39736.670189421304,47723.36960236088,55540.32900000002,57846.70339269155,59555.7081450233,67442.4817475935,87276.47132343745,106700.28278479574,124361.13210521369,132797.93469309958,153188.2457017023,166483.71455718804,172482.37294945106,177363.09873879704,196677.05283724223,200125.76889359934,222698.33924561233,230416.53389258336,272795.3265417949,281159.3417127019,327474.4507445968,360311.8042247931,398365.9211727327,417261.99206372665,518831.98733001796,588914.4566553665,616688.688510658,611455.0302401866,575972.4544985669,563564.8497151406,598287.6480944277
IIS,Renting of m&eq and other business activities,71t74,2727.160497955673,3057.522478478919,3050.751,3332.454545722097,3846.382440440269,4205.632446115855,4588.614442831887,4753.397430116011,5332.391285810069,5841.417296415771,6413.781700949252,6537.4196910075225,7725.483569445625,8471.409264941018,9495.028481757641,10920.276,12088.241,12723.160613406651,13509.15822009206,15014.433229888866,15770.127768401133,17456.594360487452,20019.280000000002,22937.164440519868,25355.385000000006,28498.57373281599,33396.12764608421,35222.6785578742,37422.213824492916,37759.402745528976,39870.01541670803,50699.63172832242,62875.66172877958,64879.43064237525,78245.3807702686,83459.98055822129,102221.71499999997,116325.06212580614,125446.99308585806,142475.22716845176,157238.60765543286,189689.8987973448,211309.63460096484,228010.7843913295,242901.3624334872,263754.3968621609,281426.1744129596,314025.64401961264,353335.88538241724,401088.35214570153,453693.2343524053,530314.6258393601,589055.6029209273,676496.5256459101,650027.2143540944,617578.9593225386,660786.9214770369,714130.2212365784,781209.6061638942,820495.7916989076,910521.7649625984,937759.1628802,936766.1512193059,884130.6373220755
IIS,COMMUNITY SOCIAL AND PERSONAL SERVICES,LtQ,10334.564656016406,11607.032302513982,12324.030162981131,12082.784670760993,15303.302667996682,18150.140992785542,19427.76167930394,18821.41183484476,19340.6103651069,20261.12793532869,22013.301172935666,22885.82567047191,23916.504618031744,25287.948786750316,26737.896376891513,29440.830933468602,30978.896522004172,34250.276231105774,37937.01182348756,43014.951513064916,49926.57271320519,53444.048020666916,57109.64218883948,60514.95507527744,64945.126503600244,66878.04322260128,74443.77774782335,80889.85282275891,96429.51019896523,95858.88383812257,108897.21581209949,122070.30264647219,140681.5974622427,140827.906671103,167319.0046627869,190631.07824863805,216414.24112433265,231122.97845841438,257534.28452392554,299342.71668205847,321255.9895492337,360681.692510325,392566.7085508527,437112.28800199763,476826.4801895339,512968.35395352653,558589.3015420068,600126.6266265409,641256.7555168152,692448.797353688,739028.9627311246,794735.7634902993,839963.6150778085,916998.8895499883,1020419.6937658337,1111421.2306720396,1194795.9836318076,1258878.9589616891,1328817.7249434884,1428583.5322393859,1493984.7838184866,1580483.3202730224,1641364.9978301786,1673109.0160026725
IIS,PUBLIC ADMIN AND DEFENCE; COMPULSORY SOCIAL SECURITY,L,1428.7048271492638,2182.677859300731,2778.034029751323,2426.1679999999988,5166.744549674127,7067.159,7827.750849795108,6343.843619266318,6411.6537864713,6370.299405469431,7211.253378046845,7022.762637074408,6882.382249387736,7122.563000435511,7305.107174675881,8575.352790012174,8512.809015620727,8703.109781233445,9807.051307874039,12197.529203251388,15369.046883887766,16255.881923768677,16465.910199299535,15528.748841682474,16069.649810605391,16134.066507333417,17483.20356211689,18582.432231859744,21689.846037124847,20115.831781253106,22541.556346575933,25954.03999525366,30528.652626629486,31942.345660334842,39619.11842791834,48004.28136537915,53000.76726046244,51783.37858049294,60536.103089867596,71329.2942310698,76628.99609152072,76953.2895817566,82310.62604201995,90422.48442728081,96081.67749044983,97144.08148566277,97878.24801919068,101222.97554929371,103611.56283472439,107652.98080267373,115834.4306369276,118698.56451924416,130001.1260529979,138596.794015696,161204.95112577887,194414.6920778071,225481.05842099743,247495.97197701494,257023.01617097994,276268.80885724426,285279.8816777869,308190.55880210345,337456.9242140568,360235.10162969504
IIS,EDUCATION,M,574.4696426574241,742.2432976388741,818.5676530413892,818.9506654755409,637.1389326321113,651.5907869952953,728.7452246182787,918.2736215799882,982.7403604694747,1070.2017366702353,1278.8199999999997,1543.3690551152004,2080.2797279437264,2657.0113745426775,2933.581614943932,3213.1708057773153,3583.172135452888,3926.492999999999,4440.278924794062,5042.882,5622.172021645733,6090.819486130194,6867.209053555057,7984.308056459841,8865.548198451135,8893.639568679177,10200.623311377887,11700.627292535462,14968.180714265029,15181.974663249526,17290.237553958897,19937.24091561834,22774.808599583834,22183.55257468878,25921.912562264744,29687.74844949593,33283.678135189,35570.42599999999,39057.427421031665,47451.424575531695,49791.68900410735,55410.31630286918,62875.14962937963,70284.95494509047,78371.07260375583,84673.62782171089,96934.20703674556,103873.40045617953,111656.23200308983,120761.01716959811,129609.33509645706,139179.82365472728,151727.88854282303,166157.22733407945,182675.76639474498,191643.4162607649,195093.07678697415,198874.9827632876,212234.9232562307,230119.7868394958,237448.34247232127,244724.38066743908,252049.65511101286,262790.47420588235
IIS,HEALTH AND SOCIAL WORK,N,2385.509550225575,2453.492145574377,2606.821750334129,2725.156393101032,3144.740387688606,3639.2192057902444,3769.437209721829,3954.1265939984555,3839.624000000001,4254.850205439488,4510.500599305321,4860.2627882137585,4962.719804114519,5175.548576097947,5392.959000000003,5978.7147484164825,6593.200370930563,8180.98585622715,9062.734,10046.56230981353,11400.459228403493,12476.001000000002,13783.917558901441,14953.838446825936,16838.665554435644,18018.493709097038,20541.78915675046,22561.479002053617,28084.51644757537,27481.97539361993,31844.20454252163,36902.54173560021,43502.41681537728,44983.26713253741,55759.636302832245,63261.11180941185,74682.58807047013,83434.62322248703,91688.69401302628,110339.52847272185,118215.79802631942,138161.97620212976,153341.24227602402,173632.47876470236,195006.6917121512,216854.97054037597,242559.67537891207,257609.9943555855,274385.7463191173,294768.97059289,316513.30752451805,344127.42364089267,366532.5506775836,396539.5377949291,438789.8834894576,484850.19459770387,514607.11449655273,546029.2136643509,584615.5915889764,618600.8137112276,654528.5252940108,686532.6780062119,733118.8049244755,736840.559870765
IIS,"OTHER COMMUNITY, SOCIAL AND PERSONAL SERVICES",O,5945.880635984145,6228.619000000001,6120.606729854289,6112.509612184421,6354.678798001838,6792.1720000000005,7101.828395168726,7605.167999999999,8106.592218166122,8565.776587749531,9012.7271955835,9459.431190068544,9991.12283658576,10332.825835674179,11106.248587271699,11673.59258926263,12289.714999999997,13439.68759364518,14626.947590819464,15727.978,17534.8945792682,18621.34561076805,19992.60537708346,22048.05973030919,23171.262940108074,23831.84343749165,26218.16171757811,28045.31429631009,31686.966999999997,33079.102,37221.21736904302,39276.479999999996,43875.7194206521,41718.741303541974,46018.33736977157,49677.93662435111,55447.20765821106,60334.55065543442,66252.06,70222.46940273514,76619.50642728618,90156.11042356944,94039.69060342913,102772.369864924,107367.038383177,114295.6741057769,121217.17110715843,137420.2562654822,151603.21435988374,169265.82878852627,177071.88947322193,192729.95167543518,191702.04980440388,215705.33040528372,237749.0927558523,240512.92773576372,259614.73392728332,266478.7905570357,274944.1939273013,303594.1228314182,316728.0343743676,341035.7027972679,318739.6135806334,313242.88029633014
IIS,PRIVATE HOUSEHOLDS WITH EMPLOYED PERSONS,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IIS,EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IIS_QI,TOTAL INDUSTRIES,TOT,8.171564647320515,8.23808667354879,8.48481353390926,9.480879119912833,9.92843942772841,10.339772306466346,10.895425471674068,10.823757361523137,11.505147680417002,11.89518702367916,12.050152908793635,12.171459115782953,13.028844763689877,12.987117749392974,13.229685647993872,14.05288664667437,14.457981386334152,15.596745224266177,17.071288012369667,18.36447830395813,19.353704924487438,20.07945300089429,20.983030167462914,21.49679555484143,22.07967603107947,23.45359264034017,25.196074916046417,25.839918404789866,25.967887199611255,26.02629893238944,28.57752335144918,31.53754999946722,34.50683160009908,33.11408418379714,34.17524693602529,34.58278650580138,37.22767925709968,39.807705206008364,41.29443917088412,44.199961956238056,47.20574578185088,49.89156940759379,51.68319399384618,53.31228584912858,53.589037400511415,55.864531521283055,56.72418392865935,59.927510630661054,61.78212691332098,65.9488358234369,69.63441650984853,75.49419815507946,80.47720306606386,86.40930638706254,87.23662820716481,87.47722806453636,90.6856346356058,95.22268162070436,100.0,104.5217302380554,107.04935768568285,105.13331629387986,99.8946083735802,100.53107174071907
IIS_QI,"AGRICULTURE, HUNTING, FORESTRY AND FISHING",AtB,61.68737025522076,61.20822276310176,56.95161109416597,57.76476732566167,63.753134940215226,66.60307874751965,60.25427186518595,59.70335838840868,59.723461081188184,59.8721850482273,62.08839606879938,64.69234423102006,65.50596631050804,63.543548257838744,65.50460152799484,68.1255938361337,70.12970739408837,70.88771749305567,75.87186942178994,80.97303141530303,84.92602609612769,84.56189713660042,82.5947770058671,83.26801242368094,84.77028829530826,85.99817588232722,99.7529686946348,101.83510397129452,105.27147580029505,105.91482911912404,109.1538742018952,119.2124249545637,131.34780305375477,120.88901835566587,116.25966017029563,117.16435096871811,120.25822664570643,125.32356273620682,114.92850546861276,112.28740805431755,115.42860857113247,121.7385428979569,123.26688148592984,120.93002169184211,122.0717572965906,116.29465013997014,114.5551101179657,114.48634661975834,116.32674412488396,112.07767572169999,118.09048516785921,120.94754091234545,118.47444528343223,109.99460406979617,112.39303906393106,109.57463911080195,108.13735795790711,100.9590654546398,100.0,101.41384621663036,110.01182786496537,108.65727451881142,122.3052441602951,119.83094258132981
IIS_QI,MINING AND QUARRYING,C,17.096621965159326,18.073968180960698,17.78907490531746,18.76892432947289,21.292368301532417,22.004802305889246,23.531554181968673,22.7149518082004,23.670801319484454,25.26737343062427,26.49587330370421,23.098979208890125,26.678247902267426,27.134718482974463,28.41446308834045,30.484819046997373,30.830025183225196,30.641856786184636,31.273784918847387,32.229660668299545,32.58149931097297,32.42190933016656,35.526031878861986,37.84686217000803,37.636304313950575,37.16112639808889,39.93435676476846,49.85105157897841,56.768394688091796,54.24621690403563,57.42440028034878,65.69097261575294,92.65599895776904,99.09446649947749,114.8651533799106,111.84713010363512,106.60854732352512,110.87165703951771,89.76870559392403,62.055000406274324,60.23487798351954,56.79241532584607,57.40355195212531,62.02749417965914,63.560132371604325,64.43531238587168,60.106451369706136,55.04554253613415,49.516279334958,57.03930332218477,58.37190260646202,52.469593111615566,52.007716889972784,66.40501148299496,62.38550156836714,54.15953209440646,66.06589857322354,73.47704348036162,100.0,107.86416763543278,107.805169723599,117.28967663305747,67.32819256250933,88.18014604170135
IIS_QI,TOTAL MANUFACTURING,D,14.747896674349622,13.86255686126532,14.486524481598963,16.253971339294377,17.180636450554072,17.482158097269657,18.923693983063128,18.867429788930124,20.27625505875881,20.94112532503308,21.27939049189749,22.847582970949002,23.84296664731961,22.783588087905212,21.846548973277425,22.23411135047118,21.4093165821375,23.72444832872161,25.995645761825664,29.16332420852599,31.821145582858836,33.08653890100124,34.668872183542305,34.22724223495634,35.24992185752215,38.17744348079205,42.2065266003203,44.67904594256833,44.639638381381076,43.19608534819617,45.84460130644475,50.939795875869955,56.73402607945282,50.85457008595468,52.91528696739991,51.61088001297602,55.63563305584482,61.77797038561388,61.8596971680051,64.41480486945099,67.67420584120993,71.72981310830224,75.0406528934547,76.00276416167807,75.83612695187207,81.00095510193427,78.3742694480326,81.9510780041392,82.97755068393236,87.72482635917824,94.26396790074968,98.8697604991899,101.04931198743586,103.18697554236122,101.23803469505525,98.75628325203648,98.8938354575904,96.75120887067531,100.0,103.15593684942729,108.11634767886605,101.72115730653347,86.50652356936928,89.1715056600988
IIS_QI,"FOOD , BEVERAGES AND TOBACCO",15t16,14.527049373897682,13.488097744807575,14.301919860122771,13.97277026609427,14.888680086486415,16.182783697747297,20.539572599807048,22.36834530088919,21.93348232240559,23.216681359846593,25.770903736637507,29.104469005182278,26.82805605613943,27.200540726398337,26.382240151236203,25.63003551414362,22.81786095111786,25.869029651545265,27.641090693033462,29.505901408232916,32.78181464668238,33.960629938345654,33.24630056478217,33.52047892390541,33.92513194301398,35.19534468317502,36.85204515866127,42.53208475721179,46.398098917152865,43.35359743937479,45.531136339901956,48.229613647390785,51.023282646700004,44.419828898121196,50.72849029250104,49.979424272118955,49.680369113038076,56.921721186532274,57.33371955899024,61.43838019107573,61.80511380961717,66.99335177644106,75.3420510889647,77.57582355094141,80.26588813504013,87.0537410159364,81.83000026849773,86.71945119436361,78.03564935959996,88.7078621067397,91.5643791742846,93.4836865766734,87.66616137805805,88.22709549574309,87.30356150812442,85.82107441504132,90.62974585476464,91.58206035597807,100.0,94.10720315915135,100.9029822800354,93.2917661999528,97.5042108515003,106.17984575254839
IIS_QI,"TEXTILES, TEXTILE , LEATHER AND FOOTWEAR",17t19,91.87856958234583,87.63673782524478,88.19969385949419,89.8022930601892,88.75378479841265,89.35364244862438,93.05798937114523,93.74092455008204,98.74910602791023,99.63219716137658,97.81738884089555,100.8800696819667,96.12275173955999,87.06066493099644,79.84723824012481,75.29491678405357,65.92345450748354,77.36412813133154,81.87124001235702,91.49773613022514,101.99730881966572,109.84968575371863,117.6303631301411,115.00763183843833,127.25456433956042,134.07658106482,150.12791029214554,144.4994927124372,145.26511972418817,132.7329860992534,132.53092582752242,141.41360216106696,150.26710857598795,118.05176803996737,123.21163668390992,122.85506426974005,133.1775620404976,145.11104343665704,135.1663014890083,139.0834216435813,143.25415424785095,158.4061500368262,166.1606414045241,162.0772832341004,162.97332958382987,173.35361446109954,156.7824848974111,166.5275862066581,162.3579034005145,167.89418867308677,176.21437450757207,173.50736673523087,177.37939445160868,169.32652441973082,149.84015595360273,132.84989033165968,136.30833988706385,103.01288819321486,100.0,99.0584332899756,65.10790705305607,39.83831435355378,30.992397308396978,51.18822797954004
